avgAnnCount,avgDeathsPerYear,incidenceRate,medIncome,popEst2015,povertyPercent,studyPerCap,binnedInc,MedianAge,MedianAgeMale,MedianAgeFemale,Geography,AvgHouseholdSize,PercentMarried,PctNoHS18_24,PctHS18_24,PctSomeCol18_24,PctBachDeg18_24,PctHS25_Over,PctBachDeg25_Over,PctEmployed16_Over,PctUnemployed16_Over,PctPrivateCoverage,PctPrivateCoverageAlone,PctEmpPrivCoverage,PctPublicCoverage,PctPublicCoverageAlone,PctWhite,PctBlack,PctAsian,PctOtherRace,PctMarriedHouseholds,BirthRate,TARGET_deathRate
88.0,34,458.9,48084,14629,13.3,0.0,"(48021.6, 51046.4]",43.2,42.4,44.3,"Fulton County, Pennsylvania",2.46,58.0,17.8,48.8,,5.9,51.1,8.0,55.4,7.5,70.9,52.5,47.0,37.5,17.9,97.01238601,1.4291547569999998,0.14291547599999999,0.30624744800000003,56.30872483,4.970178926,177.5
57.0,26,350.1,49955,10321,12.5,0.0,"(48021.6, 51046.4]",48.3,47.8,48.9,"Lincoln County, Washington",2.34,57.8,14.9,43.0,40.0,2.0,33.4,15.0,48.2,4.8,61.6,43.9,35.1,44.0,22.7,94.10402393,0.270192029,0.665830358,0.492135482,54.02745995,6.796657382,144.4
34.0,17,499.3,47160,9846,26.1,0.0,"(45201, 48021.6]",27.8,28.4,27.3,"Nome Census Area, Alaska",3.26,35.9,24.1,52.1,,1.0,41.3,10.3,53.4,16.5,35.8,28.2,27.4,42.4,33.7,17.45484067,0.7306677490000001,1.2076314190000002,0.142074285,38.32478632,11.35038134,277.6
66.0,26,403.7,51754,10897,10.9,0.0,"(51046.4, 54545.6]",45.4,44.1,47.6,"Walsh County, North Dakota",2.15,58.7,30.1,23.5,,6.4,36.0,12.9,61.7,3.3,74.4,55.2,44.0,32.9,12.8,90.41344843,0.24534302600000002,0.5179463879999999,5.815538392000001,52.52586732,5.591612581000001,141.0
540.0,183,436.7,60304,141354,14.1,240.53086580000002,"(54545.6, 61494.5]",33.3,32.7,33.9,"Orange County, North Carolina",2.47,45.2,5.8,23.9,55.3,15.0,15.6,25.4,61.6,6.4,79.3,67.6,54.4,20.2,10.1,74.98196821,11.67522576,7.298548801,2.5850379390000002,47.73130301,4.202796852,157.3
49.0,21,451.7,32722,8857,30.7,0.0,"[22640, 34218.1]",39.4,38.9,41.2,"Wilcox County, Georgia",2.52,39.7,31.6,37.7,30.3,0.5,50.0,5.7,32.9,6.7,51.8,,36.3,40.7,27.4,59.54079358,37.69505127,0.523851984,1.571555952,46.86360321,2.918781726,195.0
181.0,65,454.2,41561,37483,17.8,0.0,"(40362.7, 42724.4]",38.1,37.1,39.6,"Webster County, Missouri",2.78,57.6,24.6,40.7,,2.2,40.5,10.1,52.5,6.3,59.5,,38.9,31.8,17.7,95.35568275,1.338239302,0.267102753,0.948487326,61.30384168,7.851851852,166.7
114.0,52,456.5,40323,17093,14.3,0.0,"(37413.8, 40362.7]",45.8,44.5,46.8,"Potter County, Pennsylvania",2.57,52.1,15.0,45.4,31.9,7.7,48.2,9.2,49.5,6.9,67.2,46.4,40.7,40.6,18.5,97.75565403,0.575473327,0.34528399600000004,0.27047246399999997,52.76653171,6.77146312,191.9
205.0,91,440.9,41521,34855,21.8,0.0,"(40362.7, 42724.4]",42.4,41.7,43.0,"Hill County, Texas",2.63,53.6,19.6,35.1,,3.5,33.1,9.9,51.9,8.9,54.0,38.1,32.6,38.9,22.0,89.46253186,7.224465252000001,0.42378948,1.334364173,52.74376066,8.01384083,186.4
74.0,31,365.5,52895,16898,13.0,0.0,"(51046.4, 54545.6]",39.9,39.1,42.1,"Lee County, Texas",2.69,52.8,28.5,36.3,,1.8,39.1,12.3,57.9,5.7,65.6,49.9,40.4,31.3,15.7,80.09481517,11.46783485,0.40806529,6.9851176189999995,56.78785857,8.291032149,143.4
1962.667684,24,453.5494221,49152,9977,14.7,0.0,"(48021.6, 51046.4]",37.9,35.3,41.9,"Rice County, Kansas",2.42,56.4,20.5,22.2,,4.6,30.5,14.0,61.9,5.5,70.1,54.3,47.4,30.5,15.0,90.37347713,1.807469543,0.489314959,4.054323946,55.39809327,5.697730565,173.6
1625.0,483,475.0,94549,261221,8.8,421.09937560000003,"(61494.5, 125635]",45.4,43.7,46.9,"Marin County, California",2.41,51.8,14.3,25.9,,13.6,11.8,31.4,61.2,5.7,78.4,,48.8,28.9,12.5,79.3182865,2.548103534,5.6826231179999995,7.669083294,50.02315038,5.448237058999999,135.2
326.0,130,392.2,58883,71735,12.3,655.1892382,"(54545.6, 61494.5]",41.6,40.3,43.0,"Kauai County, Hawaii",3.07,51.8,7.1,43.3,,2.7,30.0,18.8,61.0,5.4,72.8,57.4,52.1,32.5,17.6,33.28837296,0.670100874,35.64018309,0.665796157,54.70653872,4.798813776,149.4
225.0,82,503.5,59282,35385,10.7,0.0,"(54545.6, 61494.5]",42.6,41.0,44.0,"Orange County, Virginia",2.66,54.7,10.7,47.3,37.5,4.5,34.7,15.2,53.8,7.9,69.9,51.4,45.9,33.9,15.7,82.58469187,12.74135738,0.994334605,1.008787143,56.73692428,2.100668394,177.3
1962.667684,65,453.5494221,52272,25313,8.9,1896.258839,"(51046.4, 54545.6]",43.5,42.0,45.2,"Brown County, Minnesota",2.27,55.4,8.6,28.9,,5.3,37.6,15.3,66.2,3.2,81.5,61.8,52.1,30.6,11.0,97.36914655,0.448977984,0.433224371,0.744358237,52.52364454,5.656722201,161.5
115.0,51,459.5,51221,20609,12.4,0.0,"(51046.4, 54545.6]",41.0,40.2,41.5,"Clinton County, Missouri",2.48,58.2,11.7,44.6,36.8,6.9,38.7,12.6,59.6,5.8,73.0,,49.8,28.9,13.3,95.23368133,1.75139038,0.619572641,0.414674602,57.70183259,6.8636363639999995,196.5
3932.0,1349,494.7,90039,696023,6.5,22.98774609,"(61494.5, 125635]",40.9,39.6,42.2,"Norfolk County, Massachusetts",2.58,52.2,8.7,26.0,,22.6,21.0,28.0,64.5,6.9,83.6,68.4,62.8,26.9,12.1,80.71587170000001,6.262568687000001,9.69608315,1.177221577,52.83939201,4.696647392,160.9
69.0,24,492.2,36459,11885,25.1,0.0,"(34218.1, 37413.8]",42.9,41.5,45.5,"Greensville County, Virginia",2.17,38.4,18.1,39.0,,1.4,42.3,4.6,33.5,6.4,65.8,,45.5,37.8,20.2,39.50680272,58.04421769,0.17006802699999998,0.68877551,47.70510614,1.8867924530000002,174.7
32.0,17,391.5,38473,8331,24.7,0.0,"(37413.8, 40362.7]",37.6,36.7,39.4,"Liberty County, Florida",2.77,41.8,27.1,30.9,,5.6,43.5,6.8,39.6,10.2,53.4,41.0,36.1,35.2,20.3,77.97468354,16.52802893,0.807715491,2.688366486,47.55445952,8.315256688,220.4
259.0,103,479.1,54920,45685,8.7,0.0,"(54545.6, 61494.5]",42.1,41.0,43.2,"Perry County, Pennsylvania",2.49,57.0,16.8,48.7,,5.8,46.0,10.6,62.2,6.3,76.2,59.3,54.2,27.5,11.1,97.21741796,0.862578541,0.308689275,0.324014274,56.83162842,5.221317107,189.7
82.0,33,400.0,41328,13440,17.1,0.0,"(40362.7, 42724.4]",47.8,46.8,48.4,"Perquimans County, North Carolina",2.44,56.7,8.0,61.1,,5.2,35.0,12.3,43.9,12.7,58.3,33.6,24.2,46.5,22.0,73.02563343,24.27026226,0.01481701,0.39265076299999996,53.49090909,7.827059262000001,159.5
528.0,212,461.8,38224,121802,21.5,771.7443063,"(37413.8, 40362.7]",33.3,32.9,33.5,"Potter County, Texas",2.68,43.5,21.2,33.9,,3.9,27.8,10.3,58.2,5.3,52.5,42.6,38.2,31.7,20.8,78.49401726,9.453870799,4.717536289,2.812377403,42.21898351,7.014170761,185.1
507.0,205,428.7,43841,144705,24.0,69.10611244,"(42724.4, 45201]",28.4,27.6,29.3,"Monroe County, Indiana",2.36,36.0,3.9,17.5,65.2,13.4,22.3,22.3,57.3,6.9,76.6,64.6,54.1,21.6,11.0,86.84657734,2.928288531,6.131148001000001,0.7668323920000001,38.45841411,3.932688732,168.5
1962.667684,1854,453.5494221,64490,1223149,13.0,690.0222295,"(61494.5, 125635]",36.1,35.3,37.2,"Hennepin County, Minnesota",2.39,47.2,12.1,22.5,,19.9,17.8,30.3,67.9,6.0,75.4,63.3,56.1,27.3,15.2,74.27382081,12.16571379,6.796429382,2.530105796,43.89529902,5.8813423810000005,156.8
167.0,75,460.6,42374,28491,17.5,35.09880313,"(40362.7, 42724.4]",42.6,42.1,43.1,"Hocking County, Ohio",2.48,54.7,14.5,41.2,,4.2,43.7,10.1,52.7,9.5,62.2,46.0,42.5,39.7,21.6,97.42339351,0.8196721309999999,0.335477623,0.10375596599999999,53.90357425,5.314639713,205.9
1962.667684,48,453.5494221,58752,21239,7.3,188.332784,"(54545.6, 61494.5]",43.8,43.1,44.7,"Wabasha County, Minnesota",2.36,61.8,13.8,40.1,39.2,6.8,39.1,14.6,,3.6,77.8,56.6,49.0,34.1,14.9,97.56793415,0.16837379,0.350778729,0.289977082,57.73483748,5.142332415,160.2
1417.0,534,457.2,52967,272983,13.4,725.3198917000001,"(51046.4, 54545.6]",39.6,38.1,41.1,"Dauphin County, Pennsylvania",2.41,47.3,18.3,35.4,34.2,12.0,34.8,17.6,,7.1,72.4,56.7,51.7,32.4,16.2,72.09676348,18.00113614,3.5297719610000002,2.892723557,44.48062907,5.830835519,169.1
114.0,41,403.8,47363,22702,13.8,0.0,"(45201, 48021.6]",40.8,39.8,42.7,"Yankton County, South Dakota",2.33,51.1,19.9,33.7,,5.7,35.3,19.3,61.7,3.6,75.2,56.5,46.8,31.6,13.0,92.29545856,2.102845026,0.609648348,0.879130588,50.94954489,6.329660833999999,137.1
823.0,293,502.3,41770,142799,16.7,245.09975559999998,"(40362.7, 42724.4]",40.5,39.7,41.4,"Randolph County, North Carolina",2.59,52.9,19.8,33.7,,4.7,35.1,10.6,56.2,9.0,59.2,47.6,41.1,34.2,21.1,87.470675,5.993537964,1.00582988,3.276673456,51.94562166,5.037284569,177.5
128.0,54,370.2,41166,26105,20.1,0.0,"(40362.7, 42724.4]",42.3,41.2,43.8,"Oceana County, Michigan",2.6,57.1,30.0,32.9,,3.2,34.7,10.6,50.0,8.7,61.3,41.8,37.4,44.2,23.3,94.74246064,1.3000876890000002,0.282130466,1.589843303,57.87008756,4.930928626,153.3
435.0,159,438.5,57192,97121,10.8,175.03938390000002,"(54545.6, 61494.5]",36.7,35.2,38.2,"Laramie County, Wyoming",2.51,53.3,13.6,36.0,,6.4,26.3,17.8,61.3,5.0,74.6,,47.9,27.8,12.2,87.85929101,2.909955884,1.165239807,3.984030347,51.75899609,5.053669323,156.1
166.0,96,413.3,35580,31981,22.1,0.0,"(34218.1, 37413.8]",38.5,37.1,40.0,"Ottawa County, Oklahoma",2.58,50.9,18.7,38.7,,2.0,36.4,9.0,51.5,9.4,52.4,37.0,32.3,42.9,25.0,69.07589216,0.956833411,0.7293127629999999,1.390057659,50.00414559,5.394016013,229.7
48.0,16,548.5,60081,6861,9.1,0.0,"(54545.6, 61494.5]",47.1,47.4,46.8,"Grand Isle County, Vermont",2.34,59.8,11.9,32.5,,14.5,29.7,20.4,63.2,7.4,69.9,52.4,47.3,41.2,22.9,94.92232451,0.0,0.373993096,0.115074799,58.04384486,3.969883641,206.1
1775.0,637,505.9,60371,309381,13.5,420.193871,"(54545.6, 61494.5]",37.9,36.4,39.6,"Albany County, New York",2.35,40.8,7.2,23.6,51.8,17.4,26.5,20.1,60.7,6.4,77.7,62.2,57.6,30.1,14.2,77.04374185,12.55825904,5.672877712000001,1.3152802129999999,40.08229986,3.7740390710000002,176.1
107.0,47,435.6,46705,21895,17.3,0.0,"(45201, 48021.6]",38.1,37.7,38.7,"Calhoun County, Texas",2.68,54.3,22.9,36.8,36.6,3.7,31.8,10.7,56.5,7.2,61.2,48.1,44.4,31.9,18.6,87.63038863,2.8800886180000003,3.5401089260000003,1.075417705,52.47685764,7.088398928999999,182.1
92.0,39,405.3,46332,20461,16.8,0.0,"(45201, 48021.6]",35.5,34.6,37.0,"Minidoka County, Idaho",2.83,60.3,15.9,43.9,,0.9,29.2,9.2,60.5,4.8,55.7,41.8,35.4,32.2,18.7,89.35844963,0.29094136800000003,0.369840722,6.972730411000001,61.27588137,5.314458111,163.5
115.0,56,384.2,40442,21347,19.3,0.0,"(40362.7, 42724.4]",42.8,38.5,46.8,"Tyler County, Texas",2.39,53.5,33.3,40.6,,1.8,41.8,7.7,40.8,11.5,59.2,39.8,35.2,41.8,19.1,85.01071662,11.12664244,0.27024508399999997,1.691361476,55.60993976,6.233421751,188.1
55.0,16,447.7,125635,13892,3.2,0.0,"(61494.5, 125635]",37.7,37.1,38.6,"Falls Church city, Virginia",2.57,55.3,4.1,17.5,,37.5,7.5,34.4,72.0,4.2,92.3,78.2,70.7,13.5,2.7,77.63751127,2.1265404269999997,11.42921551,3.554253081,53.27138986,3.066180935,137.6
133.0,56,423.9,52892,27939,10.3,465.2994023,"(51046.4, 54545.6]",38.0,35.9,39.2,"Codington County, South Dakota",2.28,51.6,11.5,31.5,51.7,5.3,39.7,16.0,71.8,2.9,76.5,,51.4,28.0,12.8,94.58378378,0.43963964,0.21621621600000002,0.43243243200000003,46.90799397,7.09752839,166.4
486.0,200,472.8,36066,68628,20.1,14.571311999999999,"(34218.1, 37413.8]",46.6,45.6,47.6,"Aroostook County, Maine",2.24,54.1,12.8,34.5,47.5,5.2,39.0,12.1,52.3,7.5,57.1,40.1,34.4,47.6,24.2,95.286051,0.742804085,0.497107349,0.222841226,50.41673529999999,5.029215359,188.2
58.0,26,449.2,41446,10283,15.8,0.0,"(40362.7, 42724.4]",39.9,39.4,40.2,"Butte County, South Dakota",2.49,55.4,25.7,55.3,,2.4,35.1,15.0,62.8,3.0,62.1,43.3,32.4,36.0,17.5,94.61717839,0.068013991,0.097162845,0.563544501,52.14513361,2.7188940089999996,194.3
