Weight(Pounds),Height(Inches)
136.86,70.12267
135.2735,68.62216
130.9758,67.96128
122.8097,68.37809
116.2537,68.17989
143.988,71.51895
145.4865,71.60653
99.74502,67.73576
127.8696,66.2377
135.4273,67.19175
108.1246,66.72626
134.9498,67.83546
123.0398,66.91696
119.1176,68.69331
128.3303,69.26446999999999
127.745,64.87191999999999
121.7671,65.76779
151.92600000000002,71.0881
121.2376,68.3665
137.5083,69.92728000000001
116.7369,67.70906
119.1028,67.55601
125.3143,67.93231
114.6332,68.4113
152.1767,68.43069
145.5487,67.08274
113.9307,66.87966
130.0714,69.37167
113.7089,64.24981
108.2124,65.72028
140.2288,65.72803
149.4365,67.87195
122.8513,67.01858
143.7584,69.23586
125.0424,68.69896
145.1632,70.26415
130.4108,67.69648000000001
121.2471,67.25681
148.2548,69.8972
130.7118,67.83572
138.2213,71.91722
131.3305,68.67284000000001
131.7569,65.66247
114.4406,66.46388
133.5107,70.41386
117.2019,67.40649
118.5156,65.42611
133.5431,71.05960999999999
135.5327,71.00524
109.9414,66.45619
143.7624,69.89842
126.5181,68.21921999999999
124.7975,67.03849
123.9844,68.61979000000001
137.6851,69.37451
127.9019,67.97088000000001
140.6987,66.85982
137.3589,66.68649
121.9698,69.56765
120.6197,70.90167
147.1708,69.22334000000001
128.5891,66.36896
116.5957,67.04695
111.0683,65.61528
135.1764,68.17244000000001
122.3498,65.57002
127.4718,68.02403000000001
133.1964,67.15306
127.9725,67.18992
136.582,69.75078
150.7673,70.11371
115.8887,64.14704
131.5169,70.3389
124.7905,66.57652
129.0392,67.23705
141.1132,71.83389
108.9651,64.81833
115.7628,67.13141
142.7013,69.04964
138.7187,68.43807
128.1704,68.03973
113.9144,68.79866
121.0687,68.88525
133.1991,67.83951
141.461,70.49535
119.206,65.95317
119.8227,67.19624
139.6139,71.16185
130.3873,67.05289
120.37100000000001,66.09583
111.3249,65.24243
121.9668,68.865
117.9312,67.56665
112.539,66.18911999999999
119.1642,66.87131
137.8363,66.54011
133.4835,66.10542
131.289,69.76883000000001
127.7031,69.17551
130.8852,69.59355
130.2813,65.14223
119.51700000000001,68.3649
123.4292,68.16962
121.7787,70.45912
131.3089,66.93375999999999
125.469,68.36893
133.7697,69.37876
117.9883,68.40828
140.6609,68.38226
144.2759,68.98555
110.9296,65.74579
137.1076,71.38503
127.8518,68.29856
128.725,65.77801
105.4156,68.22373
97.6209,68.22856999999999
121.0303,66.65959000000001
130.9158,69.88379
134.22299999999998,67.54366
130.99200000000002,65.71394000000001
135.3502,67.99864000000001
133.1749,68.16769000000001
160.4871,69.92883
139.6435,65.24396999999999
125.7211,68.99077
115.1881,65.14879
106.9632,67.45039
130.4398,70.08288
132.6894,70.78508000000001
130.4536,68.46365
121.3981,67.13938
118.3824,67.9999
144.3025,68.90732
132.8903,68.74582
106.6478,66.7667
103.7061,65.99078
133.9151,67.57946
135.7997,71.08246
139.347,69.00062
131.0747,67.49866
117.6143,69.71816
129.8778,68.75748
138.2571,71.97488
123.3066,68.05038
128.3612,68.89983000000001
143.7294,69.23921999999999
116.11200000000001,65.68970999999999
120.102,67.40184
126.2261,67.25415
101.6548,64.32043
124.4191,66.12768
115.2564,68.48138
131.0382,68.90363
137.2586,67.33833
123.3582,68.17238
102.0683,65.51898
124.5933,68.44046
119.3487,69.20707
160.6929,70.98751
105.848,66.67274
133.561,69.13139
129.7824,69.23494000000001
151.6827,71.33776
147.7557,68.17941
132.4239,67.15104000000001
128.5446,68.3664
132.6835,67.93682
131.6097,67.06108
125.758,67.97014
147.2761,69.78926
129.1302,69.8914
123.8124,67.96604
119.21700000000001,67.10359
128.8606,66.75222
141.4736,70.71333
109.92299999999999,66.75256
119.6203,67.28198
143.9237,65.50539
110.0183,65.76134
130.2025,69.85179000000001
132.4472,69.59105
116.9214,67.10118
128.6789,69.48146
127.6308,69.58713
149.4074,68.04007
128.6803,66.64452
111.5819,64.02516
111.1866,67.12473
123.90700000000001,69.0379
131.5836,69.03457
127.2815,66.38829
111.1764,69.36256999999999
133.2887,70.32862
150.5262,68.78237
134.9284,68.73085
113.1916,67.95984
150.5403,71.24277
118.8169,65.6892
140.89700000000002,70.1153
122.4841,66.18026
114.3991,65.41341
128.4905,66.77663000000001
133.6615,69.6456
132.1454,66.56586999999999
111.0706,66.51439
100.7527,67.4295
117.9616,67.93777
139.9834,69.25426
119.2997,65.68838000000001
128.2892,65.99484
141.1445,71.12496999999999
116.1557,65.53007
129.3137,65.27033
125.865,72.16852
129.7027,65.95743
114.8094,67.77136
118.9502,69.85783
109.9033,68.7321
132.7834,70.54908
152.7759,72.31104
118.7213,66.8815
128.8891,65.95706
116.2031,66.06344
132.3347,65.62141
134.8058,68.87006
122.8072,65.40817
128.9925,68.78941
116.3744,70.39954
125.3429,66.14098
147.874,68.16669
140.0236,69.89298000000001
141.4678,69.87863
118.9452,66.10171
138.5706,69.56951
142.9183,67.10278000000001
125.7225,70.23493
137.7315,72.40729
130.7801,69.57316
134.4443,68.95841999999999
122.5813,71.94764
144.6047,69.32816
129.2245,69.16164
120.5964,68.57647
99.8475,65.15073000000001
148.1246,71.08677
109.8464,67.49175
132.6665,66.3356
107.8906,66.14023
112.9286,66.20453
116.5041,66.36966
139.2742,67.16599000000001
121.3455,66.8406
130.4777,67.64806999999999
126.7487,64.37344
115.8199,67.79848
134.9782,68.83927
121.3333,66.72765
112.4733,66.05641999999999
135.534,67.63682
127.4353,66.79593
134.7602,68.26108
142.1026,71.3044
121.2501,66.04055
156.6534,67.28528
126.7364,68.4697
128.4257,69.10579
124.304,67.22989
159.105,69.47803
133.6729,64.35599
118.3107,65.59100000000001
143.1946,70.71369
128.2928,69.7564
134.1039,70.36279
140.1737,70.23598
116.7766,66.25672
134.9766,70.43453000000001
119.7778,66.86146
119.9806,69.78643000000001
128.2996,71.58799
143.7263,69.29251
125.6688,67.6868
124.1788,65.98498000000001
126.8353,69.79369
121.0638,64.15154
145.74200000000002,69.19577
123.4444,66.95485
139.7818,69.17655
135.0549,70.1147
130.0392,69.46816
123.1642,68.70291
113.9947,69.14324
120.2005,67.53134
123.3439,66.66861
123.0207,64.81538
125.5452,66.27125
129.5877,69.0528
115.0198,67.54768
144.1253,68.36910999999999
128.3144,68.50863000000001
127.5175,65.61927
146.1333,67.90092
131.6494,66.93919
127.7475,68.28813000000001
141.9706,67.63342
149.2434,71.00126999999999
118.7967,66.27821
112.6957,65.34682
124.8309,67.16360999999999
119.7731,66.40278
127.5728,69.27344000000001
121.2127,66.53001
135.4419,69.62369
133.7544,68.72414
122.5019,68.45585
123.6693,66.44673
128.3162,68.83759
126.9495,68.48804
133.9318,68.43131
131.16899999999998,70.13374
134.623,68.71436
125.8561,70.09213000000001
129.4179,71.59953
122.3564,68.36938
125.6802,67.35775
121.8273,65.7514
112.1197,67.28745
114.2026,70.25528
136.993,68.41418
132.985,66.76283000000001
143.3497,67.15543000000001
135.8511,71.26895
113.8506,67.10296
134.5557,69.62876999999999
131.2366,68.91221
123.0486,67.76657
124.6512,69.3501
124.7404,70.91360999999999
108.1239,66.91873000000001
136.2254,65.63637
135.0166,69.02638
125.9928,69.57506
110.0727,66.09521
134.7036,70.76986
139.0177,69.78307
128.0759,66.08796
106.2489,64.90698
116.1346,64.44234
120.0188,65.8077
111.6041,65.49193000000001
139.9699,66.27481
103.3069,65.55334
122.9483,67.55908000000001
135.4107,71.63081
129.139,66.04025
117.1267,67.3593
119.4482,66.91199999999999
110.2511,67.60947
126.5235,68.13221
126.0482,67.07765
156.0959,69.35701
107.0361,65.84255999999999
127.8286,68.46417
127.0172,68.53005
121.3297,63.92606
137.7695,70.16821
149.9199,68.66753
110.6602,67.32146999999999
123.2024,67.44368
122.836,66.49473
132.0934,69.58224
116.2159,65.75194
122.4897,68.09437
133.3954,68.60783
129.8971,68.31828
124.5983,67.68233000000001
128.8723,67.86424
131.6672,67.42631
122.774,69.639
141.2098,70.47152
103.4807,67.69537
124.9583,66.86178000000001
105.2444,67.36017
139.1303,68.23178
133.8987,68.27181
131.7326,66.17685
139.7878,71.83818000000001
116.4058,66.28735
125.3854,67.72991
133.6015,71.9673
127.2096,65.1896
129.4421,68.23957
122.6757,70.67116
136.8874,69.55694
136.493,70.19549
130.233,66.32903
122.8946,67.81851
110.2889,67.44759
143.2473,70.98349
152.425,71.54739000000001
134.2947,69.02346
143.2316,68.7672
128.7716,66.79956
119.84299999999999,66.29608
109.04799999999999,63.266659999999995
119.3353,68.91363
133.2077,68.73059
125.3087,67.9005
123.9503,65.30345
129.86700000000002,69.2969
140.4767,66.78125
125.5334,68.641
129.0597,74.19488
113.9648,65.72273
119.3308,69.72695
139.5397,68.09864
119.5715,67.88438000000001
137.4108,70.74579
132.4317,67.99908
140.9521,70.11106
116.5849,66.97944
150.9437,72.31226
126.4559,65.95196999999999
129.5135,67.40223
133.1024,68.84217
112.1167,67.05199
132.9695,66.32658
104.7552,66.32684
117.6116,64.87969
165.815,70.47453
128.1983,65.9056
128.3543,68.22910999999999
123.8383,68.46784
113.6369,68.21523
126.2191,70.64157
128.6282,68.14008000000001
128.4773,67.58396
109.5115,65.58027
122.4759,66.5195
130.5971,70.89503
121.1881,69.5696
128.4216,66.51343
138.2569,68.23496999999999
128.2922,67.1445
135.3716,68.09397
139.0779,67.98396
131.0884,66.94598
133.3018,70.46101
119.7721,66.96363000000001
124.30799999999999,68.50565999999999
106.2843,64.64412
125.14299999999999,65.02716
121.2454,68.56939
148.6245,69.70107
126.5968,67.5619
138.8549,70.89744
139.194,68.31175
98.39409,65.72614
132.3228,69.40097
130.1742,67.63678
92.59193,62.70318
130.6234,66.12824
102.6027,63.65356
127.9008,67.10959
127.2959,69.2815
124.3436,66.90392
130.6309,69.12971999999999
129.4804,68.57483
111.2389,63.19158
132.8311,68.55855
142.7832,69.88401
121.7078,68.78520999999999
124.8413,66.189
145.9827,70.09088
111.1892,67.78929000000001
127.1307,68.29899999999999
129.959,67.06595
136.8724,68.68398
121.5899,66.71355
141.2136,71.2914
113.3012,64.78973
129.3186,69.21755999999999
116.363,67.03723000000001
109.0503,69.85898
119.9769,67.25768000000001
140.0282,68.05408
122.2617,66.70355
117.0998,66.22803
150.3395,69.7277
114.9806,65.922
114.4639,62.85508000000001
124.9368,69.92925
124.1185,67.51762
126.4245,66.44443000000001
107.4635,65.88790999999999
122.6126,65.78621
128.8385,66.75596999999999
113.0423,68.8963
131.2306,68.09415
111.5373,69.5902
118.6805,68.84585
119.4849,64.28542
126.5212,68.77266999999999
122.5461,67.52665
134.2455,67.00905999999999
112.9231,65.92305999999999
118.4386,66.66413
133.1316,70.19109
128.558,67.59872
123.68,68.44896
133.1108,67.75381999999999
129.8261,66.98255
119.8268,67.63532
115.3878,66.65460999999999
138.4332,69.16422
121.8604,65.41584
137.3825,67.18323000000001
122.8878,69.77893
129.889,66.91344000000001
105.1855,66.97214
105.01899999999999,66.05516999999999
135.3784,67.83641
105.7077,66.7109
114.755,65.68213
127.3013,69.37016
126.148,69.01928000000001
128.4778,67.51289
128.757,68.78411
137.409,69.25148
147.5332,68.97051
132.0587,67.87817
124.2062,67.34324000000001
127.2222,66.42491
100.0283,65.2831
123.6803,67.08046999999999
122.7107,65.89728000000001
140.2713,70.33673
122.3789,67.46311
105.3351,64.01004
127.4072,70.26611
133.3859,68.56579
120.5065,68.58655999999999
110.6193,64.23075
145.6238,69.07869000000001
127.6595,68.65855
139.9312,68.39686
150.9456,70.43141999999999
116.0504,68.01494
120.8511,66.17811
110.3765,66.62519
133.7044,65.24499
145.0319,67.49802
132.3972,66.06129
102.0506,65.29548
135.20600000000002,70.53564
124.0832,66.11815
125.1497,65.35280999999999
114.0988,66.2743
116.3694,68.66966
137.254,66.45348
136.7692,67.01016
123.5754,69.08168
129.2592,65.11698
133.5039,67.34133
140.0156,64.88410999999999
141.2867,67.38545
116.5027,67.10251
123.2124,63.012240000000006
132.5926,68.73434
142.3554,71.11525
124.3662,68.11726
137.9392,67.78908
113.0404,66.73552
112.4765,69.46824000000001
139.5505,67.12352
133.2241,69.7225
123.4607,67.69057
119.5517,68.19618
112.9433,66.59116999999999
118.1788,65.83352
108.8823,64.6035
123.2452,66.83693000000001
