Height(Inches),Weight(Pounds)
68.71036,126.5518
69.09421999999999,147.1926
68.06381999999999,112.3071
68.39773000000001,128.4398
67.25626,114.1209
66.3396,111.3345
69.81405,122.6454
68.52627,136.7567
67.96195999999999,126.5701
65.2832,130.2877
68.63648,129.2673
68.77237,131.1206
65.37071999999999,125.7601
66.58675,135.4122
67.68893,125.6505
65.19143000000001,115.6044
68.43843000000001,115.666
68.56161,115.2544
66.68536,135.8133
68.43567,135.5799
69.48855999999999,131.6375
69.59836999999999,135.2368
62.746959999999994,126.8135
70.48483,137.5004
72.205,154.2642
68.25133000000001,115.4675
67.39433000000001,133.0366
65.69337,140.7693
65.7493,122.6496
71.78019,166.3016
67.38543,127.1064
71.35418,132.9339
64.82819,143.4204
68.50404,136.0545
67.93785,124.3501
67.48779,124.9625
68.4489,132.9983
68.03694,129.7161
64.0908,109.4352
72.22081,123.7257
66.22321,127.7406
66.31913,122.8827
63.8229,115.2754
69.63011,136.2859
67.05884,115.0583
70.52360999999999,135.5258
69.88488000000001,145.2255
70.2348,134.8146
70.62668000000001,127.1567
66.60061,118.2649
70.66530999999999,135.2724
64.15535,128.6441
68.76325,128.7979
66.42833,130.4869
70.53877,153.2208
67.12456999999999,148.5183
66.34019,109.6276
66.06130999999999,110.5079
67.75657,127.4783
68.85095,122.5428
67.04267,116.0189
68.02516,125.7112
69.35396,136.2498
71.14569,144.9609
65.80355,99.51504
69.76432,136.0319
66.96253,110.8142
66.30496,115.8846
66.60797,119.7939
68.1288,127.6565
69.01529000000001,123.1712
65.34666999999999,106.6298
68.63068,112.5824
71.2729,133.799
72.43607,137.4056
67.74345,130.8209
69.11893,117.6573
68.34615,133.4005
67.96066,124.5333
66.29951,126.7682
64.35037,111.6101
71.36658,141.775
69.25316,158.7833
66.53111,125.715
67.47736,116.7243
69.08362,131.3282
67.40661,109.3581
71.45237,136.8498
67.96731,137.3696
68.15474,127.9674
68.12418000000001,133.7479
68.65431,140.2481
69.36484,134.7724
68.64546,156.5212
68.81107,118.8078
66.54171,133.9323
68.39572,137.1362
65.60325999999999,121.0995
66.35068000000001,116.8814
66.84969,112.0469
67.65171,137.7229
65.24025999999999,113.6473
65.76876,126.7595
69.42007,128.9863
69.09536,121.7585
68.2366,129.2684
68.99646,124.495
70.41469000000001,133.3264
66.93601,122.58200000000001
69.9312,139.7362
67.27675,137.0794
70.98644,137.876
64.19131999999999,109.6336
70.31071999999999,126.3652
67.32014000000001,130.6583
66.72479,110.7445
65.94202,126.6764
68.97216,136.0664
69.4062,124.5456
67.92791,117.2508
67.99457,120.7194
68.72349,131.6298
69.04428,144.3998
68.37273,130.6338
65.10633,124.07600000000001
67.19227,115.3758
66.76286,139.0637
67.67419,133.0796
66.49335,123.1309
68.93723,131.1289
69.51862,126.795
65.93191,109.5517
67.88689000000001,142.8679
66.4562,116.1557
68.48521,90.53995
67.14848,124.8785
69.54011,125.4036
70.18009,120.0385
65.79883000000001,130.2469
68.78438,134.1788
65.97989,142.5486
68.79234,125.5644
67.11381999999999,128.0532
68.16866,119.7595
66.53067,109.4724
63.67519,114.2171
69.32562,135.9047
70.30558,130.5531
68.58476999999999,119.8123
71.68575,136.6572
69.54205,135.2309
67.65562,122.0912
66.50525,120.8563
71.5466,134.8652
66.04605,115.0598
68.29647,140.8319
70.33914,120.5965
65.38356999999999,100.095
66.88354,116.15299999999999
65.2308,116.3007
70.30911,139.2419
65.31335,109.2026
66.97366,119.5436
67.24661,128.9941
67.87445,129.3543
64.62708,119.5881
66.74216,117.4347
67.89065,122.1496
68.75452,129.4726
68.30939000000001,121.2109
67.79292,128.0636
66.60677,114.23700000000001
70.97724000000001,143.0605
71.97374,130.8526
67.6326,123.7498
67.29290999999999,135.6857
66.26916,122.1385
66.81484,136.6555
67.59295,150.5815
67.93284,111.6216
68.12082,138.7471
68.20281,138.466
66.1988,130.2737
67.61734,124.1445
68.47617,136.737
66.5913,126.8375
68.36249000000001,118.7207
71.80443000000001,142.3012
66.81603,120.3352
67.81994,126.1359
67.61646999999999,118.4966
68.1636,127.5867
65.43111,121.7387
69.57104,133.4373
69.26616,140.8013
67.2104,118.1644
64.10125,112.2048
66.61783,113.0753
64.42384,129.7849
69.20198,129.1013
67.217,113.8089
69.34209,124.7472
67.8546,120.8841
64.99608,136.7717
67.80211,130.1248
69.36979000000001,160.0595
66.84285,117.0056
66.53415,112.9701
69.43162,145.1667
69.92365,138.0429
67.6661,130.5926
65.41208,131.2085
68.64995,128.8615
65.30234,123.0112
71.17728000000001,129.5914
67.40581,140.1673
67.11910999999999,116.0712
67.44148,118.7423
68.33125,131.4942
71.4743,152.8868
69.24476999999999,141.3338
66.04091,134.5409
67.72313,112.5397
64.5222,96.68665
65.52005,114.0189
67.58275,107.368
67.49847,113.1057
65.18437,113.3989
65.60339,109.572
69.71436,117.5245
70.56427,139.1888
70.69799,129.6396
69.34919000000001,137.7115
66.49436,113.3199
67.91306999999999,117.1901
66.5432,109.9605
66.76364000000001,108.979
65.38226,135.7816
70.31743,149.3078
66.64913,119.3743
68.57754,118.4883
68.19334,121.7475
66.10884,127.8689
67.22785999999999,121.3151
71.56000999999999,134.0619
65.75904,116.6186
68.87021999999999,125.7048
70.07489,149.6391
65.17021,111.9882
69.04936,141.6987
68.64435,127.6291
67.21474,109.0055
68.17463000000001,127.3197
68.96821,134.2673
64.70474,122.3172
68.11324,116.5409
64.29055,124.4514
67.42645999999999,124.5909
68.79217,113.7784
70.45714,139.7301
68.80485999999999,137.2361
67.33471,133.1919
70.02343,144.42600000000002
68.4131,144.8827
65.75023,127.4329
62.64956,130.3208
67.61616,129.9896
69.61369,120.1962
68.45538,128.6212
70.42506,136.6994
69.25117,126.0558
71.29633000000001,135.8907
67.86793,132.4746
70.02842,158.2521
63.7019,124.5106
66.81613,125.5772
64.99349000000001,95.53404
69.83211999999999,145.5139
70.37038000000001,138.2626
66.01267,117.3092
69.32344,129.5371
67.14863000000001,144.1876
68.7451,145.1448
63.91125,112.35
72.0594,148.9722
68.77865,148.2023
67.68633,128.4577
66.84021,131.2762
68.62581999999999,115.3394
68.81199000000001,109.4734
75.11519,153.9562
65.9935,116.3407
69.6285,136.3986
67.92721,127.1976
70.96885999999999,145.5672
67.7792,125.5647
67.11634000000001,132.4605
68.20687,122.5181
68.14281,144.8232
70.39659,133.5727
66.53189,121.6671
65.67069000000001,122.2368
62.38539,105.2355
69.07669,133.8041
71.01041,149.5342
67.93228,139.162
67.93426,121.8744
65.58521999999999,127.3106
66.28759000000001,103.6524
63.727959999999996,108.0979
67.3639,124.0105
66.86315,123.8108
67.59976999999999,125.9471
64.92276,113.9381
68.62495,130.4401
64.41354,123.0554
67.45676,108.6551
68.80671,141.7393
67.68945,130.292
70.6871,132.7199
62.26498,104.1348
69.27991,130.8975
71.58625,155.8226
69.1269,125.3568
66.9622,129.3592
65.98501999999999,133.4505
66.07377,115.9419
67.94924,120.2593
69.32421,129.7352
66.39806999999999,128.5349
72.96003,141.0356
68.70917,119.6392
68.31497,130.6901
67.87392,123.9916
70.12267,136.86
68.62216,135.2735
67.96128,130.9758
68.37809,122.8097
68.17989,116.2537
71.51895,143.988
71.60653,145.4865
67.73576,99.74502
66.2377,127.8696
67.19175,135.4273
66.72626,108.1246
67.83546,134.9498
66.91696,123.0398
68.69331,119.1176
69.26446999999999,128.3303
64.87191999999999,127.745
65.76779,121.7671
71.0881,151.92600000000002
68.3665,121.2376
69.92728000000001,137.5083
67.70906,116.7369
67.55601,119.1028
67.93231,125.3143
68.4113,114.6332
68.43069,152.1767
67.08274,145.5487
66.87966,113.9307
69.37167,130.0714
64.24981,113.7089
65.72028,108.2124
65.72803,140.2288
67.87195,149.4365
67.01858,122.8513
69.23586,143.7584
68.69896,125.0424
70.26415,145.1632
67.69648000000001,130.4108
67.25681,121.2471
69.8972,148.2548
67.83572,130.7118
71.91722,138.2213
68.67284000000001,131.3305
65.66247,131.7569
66.46388,114.4406
70.41386,133.5107
67.40649,117.2019
65.42611,118.5156
71.05960999999999,133.5431
71.00524,135.5327
66.45619,109.9414
69.89842,143.7624
68.21921999999999,126.5181
67.03849,124.7975
68.61979000000001,123.9844
69.37451,137.6851
67.97088000000001,127.9019
66.85982,140.6987
66.68649,137.3589
69.56765,121.9698
70.90167,120.6197
69.22334000000001,147.1708
66.36896,128.5891
67.04695,116.5957
65.61528,111.0683
68.17244000000001,135.1764
65.57002,122.3498
68.02403000000001,127.4718
67.15306,133.1964
67.18992,127.9725
69.75078,136.582
70.11371,150.7673
64.14704,115.8887
70.3389,131.5169
66.57652,124.7905
67.23705,129.0392
71.83389,141.1132
64.81833,108.9651
67.13141,115.7628
69.04964,142.7013
68.43807,138.7187
68.03973,128.1704
68.79866,113.9144
68.88525,121.0687
67.83951,133.1991
70.49535,141.461
65.95317,119.206
67.19624,119.8227
71.16185,139.6139
67.05289,130.3873
66.09583,120.37100000000001
65.24243,111.3249
68.865,121.9668
67.56665,117.9312
66.18911999999999,112.539
66.87131,119.1642
66.54011,137.8363
66.10542,133.4835
69.76883000000001,131.289
69.17551,127.7031
69.59355,130.8852
65.14223,130.2813
68.3649,119.51700000000001
68.16962,123.4292
70.45912,121.7787
66.93375999999999,131.3089
68.36893,125.469
69.37876,133.7697
68.40828,117.9883
68.38226,140.6609
68.98555,144.2759
65.74579,110.9296
71.38503,137.1076
68.29856,127.8518
65.77801,128.725
68.22373,105.4156
68.22856999999999,97.6209
66.65959000000001,121.0303
69.88379,130.9158
67.54366,134.22299999999998
65.71394000000001,130.99200000000002
67.99864000000001,135.3502
68.16769000000001,133.1749
69.92883,160.4871
65.24396999999999,139.6435
68.99077,125.7211
65.14879,115.1881
67.45039,106.9632
70.08288,130.4398
70.78508000000001,132.6894
68.46365,130.4536
67.13938,121.3981
67.9999,118.3824
68.90732,144.3025
68.74582,132.8903
66.7667,106.6478
65.99078,103.7061
67.57946,133.9151
71.08246,135.7997
69.00062,139.347
67.49866,131.0747
69.71816,117.6143
68.75748,129.8778
71.97488,138.2571
68.05038,123.3066
68.89983000000001,128.3612
69.23921999999999,143.7294
65.68970999999999,116.11200000000001
67.40184,120.102
67.25415,126.2261
64.32043,101.6548
66.12768,124.4191
68.48138,115.2564
68.90363,131.0382
67.33833,137.2586
68.17238,123.3582
65.51898,102.0683
68.44046,124.5933
69.20707,119.3487
70.98751,160.6929
66.67274,105.848
69.13139,133.561
69.23494000000001,129.7824
71.33776,151.6827
68.17941,147.7557
67.15104000000001,132.4239
68.3664,128.5446
67.93682,132.6835
67.06108,131.6097
67.97014,125.758
69.78926,147.2761
69.8914,129.1302
67.96604,123.8124
67.10359,119.21700000000001
66.75222,128.8606
70.71333,141.4736
66.75256,109.92299999999999
67.28198,119.6203
65.50539,143.9237
65.76134,110.0183
69.85179000000001,130.2025
69.59105,132.4472
67.10118,116.9214
69.48146,128.6789
69.58713,127.6308
68.04007,149.4074
66.64452,128.6803
64.02516,111.5819
67.12473,111.1866
69.0379,123.90700000000001
69.03457,131.5836
66.38829,127.2815
69.36256999999999,111.1764
70.32862,133.2887
68.78237,150.5262
68.73085,134.9284
67.95984,113.1916
71.24277,150.5403
65.6892,118.8169
70.1153,140.89700000000002
66.18026,122.4841
65.41341,114.3991
66.77663000000001,128.4905
69.6456,133.6615
66.56586999999999,132.1454
66.51439,111.0706
67.4295,100.7527
67.93777,117.9616
69.25426,139.9834
65.68838000000001,119.2997
65.99484,128.2892
71.12496999999999,141.1445
65.53007,116.1557
65.27033,129.3137
72.16852,125.865
65.95743,129.7027
67.77136,114.8094
69.85783,118.9502
68.7321,109.9033
70.54908,132.7834
72.31104,152.7759
66.8815,118.7213
65.95706,128.8891
66.06344,116.2031
65.62141,132.3347
68.87006,134.8058
65.40817,122.8072
68.78941,128.9925
70.39954,116.3744
66.14098,125.3429
68.16669,147.874
69.89298000000001,140.0236
69.87863,141.4678
66.10171,118.9452
69.56951,138.5706
67.10278000000001,142.9183
70.23493,125.7225
72.40729,137.7315
69.57316,130.7801
68.95841999999999,134.4443
71.94764,122.5813
69.32816,144.6047
69.16164,129.2245
68.57647,120.5964
65.15073000000001,99.8475
71.08677,148.1246
67.49175,109.8464
66.3356,132.6665
66.14023,107.8906
66.20453,112.9286
66.36966,116.5041
67.16599000000001,139.2742
66.8406,121.3455
67.64806999999999,130.4777
64.37344,126.7487
67.79848,115.8199
68.83927,134.9782
66.72765,121.3333
66.05641999999999,112.4733
67.63682,135.534
66.79593,127.4353
68.26108,134.7602
71.3044,142.1026
66.04055,121.2501
67.28528,156.6534
68.4697,126.7364
69.10579,128.4257
67.22989,124.304
69.47803,159.105
64.35599,133.6729
65.59100000000001,118.3107
70.71369,143.1946
69.7564,128.2928
70.36279,134.1039
70.23598,140.1737
66.25672,116.7766
70.43453000000001,134.9766
66.86146,119.7778
69.78643000000001,119.9806
71.58799,128.2996
69.29251,143.7263
67.6868,125.6688
65.98498000000001,124.1788
69.79369,126.8353
64.15154,121.0638
69.19577,145.74200000000002
66.95485,123.4444
69.17655,139.7818
70.1147,135.0549
69.46816,130.0392
68.70291,123.1642
69.14324,113.9947
67.53134,120.2005
66.66861,123.3439
64.81538,123.0207
66.27125,125.5452
69.0528,129.5877
67.54768,115.0198
68.36910999999999,144.1253
68.50863000000001,128.3144
65.61927,127.5175
67.90092,146.1333
66.93919,131.6494
68.28813000000001,127.7475
67.63342,141.9706
71.00126999999999,149.2434
66.27821,118.7967
65.34682,112.6957
67.16360999999999,124.8309
66.40278,119.7731
69.27344000000001,127.5728
66.53001,121.2127
69.62369,135.4419
68.72414,133.7544
68.45585,122.5019
66.44673,123.6693
68.83759,128.3162
68.48804,126.9495
68.43131,133.9318
70.13374,131.16899999999998
68.71436,134.623
70.09213000000001,125.8561
71.59953,129.4179
68.36938,122.3564
67.35775,125.6802
65.7514,121.8273
67.28745,112.1197
70.25528,114.2026
68.41418,136.993
66.76283000000001,132.985
67.15543000000001,143.3497
71.26895,135.8511
67.10296,113.8506
69.62876999999999,134.5557
68.91221,131.2366
67.76657,123.0486
69.3501,124.6512
70.91360999999999,124.7404
66.91873000000001,108.1239
65.63637,136.2254
69.02638,135.0166
69.57506,125.9928
66.09521,110.0727
70.76986,134.7036
69.78307,139.0177
66.08796,128.0759
64.90698,106.2489
64.44234,116.1346
65.8077,120.0188
65.49193000000001,111.6041
66.27481,139.9699
65.55334,103.3069
67.55908000000001,122.9483
71.63081,135.4107
66.04025,129.139
67.3593,117.1267
66.91199999999999,119.4482
67.60947,110.2511
68.13221,126.5235
67.07765,126.0482
69.35701,156.0959
65.84255999999999,107.0361
68.46417,127.8286
68.53005,127.0172
63.92606,121.3297
70.16821,137.7695
68.66753,149.9199
67.32146999999999,110.6602
67.44368,123.2024
66.49473,122.836
69.58224,132.0934
65.75194,116.2159
68.09437,122.4897
68.60783,133.3954
68.31828,129.8971
67.68233000000001,124.5983
67.86424,128.8723
67.42631,131.6672
69.639,122.774
70.47152,141.2098
67.69537,103.4807
66.86178000000001,124.9583
67.36017,105.2444
68.23178,139.1303
68.27181,133.8987
66.17685,131.7326
71.83818000000001,139.7878
66.28735,116.4058
67.72991,125.3854
71.9673,133.6015
65.1896,127.2096
68.23957,129.4421
70.67116,122.6757
69.55694,136.8874
70.19549,136.493
66.32903,130.233
67.81851,122.8946
67.44759,110.2889
70.98349,143.2473
71.54739000000001,152.425
69.02346,134.2947
68.7672,143.2316
66.79956,128.7716
66.29608,119.84299999999999
63.266659999999995,109.04799999999999
68.91363,119.3353
68.73059,133.2077
67.9005,125.3087
65.30345,123.9503
69.2969,129.86700000000002
66.78125,140.4767
68.641,125.5334
74.19488,129.0597
65.72273,113.9648
69.72695,119.3308
68.09864,139.5397
67.88438000000001,119.5715
70.74579,137.4108
67.99908,132.4317
70.11106,140.9521
66.97944,116.5849
72.31226,150.9437
65.95196999999999,126.4559
67.40223,129.5135
68.84217,133.1024
67.05199,112.1167
66.32658,132.9695
66.32684,104.7552
64.87969,117.6116
70.47453,165.815
65.9056,128.1983
68.22910999999999,128.3543
68.46784,123.8383
68.21523,113.6369
70.64157,126.2191
68.14008000000001,128.6282
67.58396,128.4773
65.58027,109.5115
66.5195,122.4759
70.89503,130.5971
69.5696,121.1881
66.51343,128.4216
68.23496999999999,138.2569
67.1445,128.2922
68.09397,135.3716
67.98396,139.0779
66.94598,131.0884
70.46101,133.3018
66.96363000000001,119.7721
68.50565999999999,124.30799999999999
64.64412,106.2843
65.02716,125.14299999999999
68.56939,121.2454
69.70107,148.6245
67.5619,126.5968
70.89744,138.8549
68.31175,139.194
65.72614,98.39409
69.40097,132.3228
67.63678,130.1742
62.70318,92.59193
66.12824,130.6234
63.65356,102.6027
67.10959,127.9008
69.2815,127.2959
66.90392,124.3436
69.12971999999999,130.6309
68.57483,129.4804
63.19158,111.2389
68.55855,132.8311
69.88401,142.7832
68.78520999999999,121.7078
66.189,124.8413
70.09088,145.9827
67.78929000000001,111.1892
68.29899999999999,127.1307
67.06595,129.959
68.68398,136.8724
66.71355,121.5899
71.2914,141.2136
64.78973,113.3012
69.21755999999999,129.3186
67.03723000000001,116.363
69.85898,109.0503
67.25768000000001,119.9769
68.05408,140.0282
66.70355,122.2617
66.22803,117.0998
69.7277,150.3395
65.922,114.9806
62.85508000000001,114.4639
69.92925,124.9368
67.51762,124.1185
66.44443000000001,126.4245
65.88790999999999,107.4635
65.78621,122.6126
66.75596999999999,128.8385
68.8963,113.0423
68.09415,131.2306
69.5902,111.5373
68.84585,118.6805
64.28542,119.4849
68.77266999999999,126.5212
67.52665,122.5461
67.00905999999999,134.2455
65.92305999999999,112.9231
66.66413,118.4386
70.19109,133.1316
67.59872,128.558
68.44896,123.68
67.75381999999999,133.1108
66.98255,129.8261
67.63532,119.8268
66.65460999999999,115.3878
69.16422,138.4332
65.41584,121.8604
67.18323000000001,137.3825
69.77893,122.8878
66.91344000000001,129.889
66.97214,105.1855
66.05516999999999,105.01899999999999
67.83641,135.3784
66.7109,105.7077
65.68213,114.755
69.37016,127.3013
69.01928000000001,126.148
67.51289,128.4778
68.78411,128.757
69.25148,137.409
68.97051,147.5332
67.87817,132.0587
67.34324000000001,124.2062
66.42491,127.2222
65.2831,100.0283
67.08046999999999,123.6803
65.89728000000001,122.7107
70.33673,140.2713
67.46311,122.3789
64.01004,105.3351
70.26611,127.4072
68.56579,133.3859
68.58655999999999,120.5065
64.23075,110.6193
69.07869000000001,145.6238
68.65855,127.6595
68.39686,139.9312
70.43141999999999,150.9456
68.01494,116.0504
66.17811,120.8511
66.62519,110.3765
65.24499,133.7044
67.49802,145.0319
66.06129,132.3972
65.29548,102.0506
70.53564,135.20600000000002
66.11815,124.0832
65.35280999999999,125.1497
66.2743,114.0988
68.66966,116.3694
66.45348,137.254
67.01016,136.7692
69.08168,123.5754
65.11698,129.2592
67.34133,133.5039
64.88410999999999,140.0156
67.38545,141.2867
67.10251,116.5027
63.012240000000006,123.2124
68.73434,132.5926
71.11525,142.3554
68.11726,124.3662
67.78908,137.9392
66.73552,113.0404
69.46824000000001,112.4765
67.12352,139.5505
69.7225,133.2241
67.69057,123.4607
68.19618,119.5517
66.59116999999999,112.9433
65.83352,118.1788
64.6035,108.8823
66.83693000000001,123.2452
