Sector_score,LOCATION_ID,PARA_A,Score_A,Risk_A,PARA_B,Score_B,Risk_B,TOTAL,numbers,Score_B.1,Risk_C,Money_Value,Score_MV,Risk_D,District_Loss,PROB,RiSk_E,History,Prob,Risk_F,Score,Inherent_Risk,CONTROL_RISK,Detection_Risk,Audit_Risk,Risk
2.72,4,1.73,0.4,0.6920000000000001,5.64,0.4,2.256,7.37,5.0,0.2,1.0,13.35,0.6,8.01,2,0.2,0.4,0,0.2,0.0,3.2,12.357999999999999,0.4,0.5,2.4716,1
2.34,5,0.0,0.2,0.0,0.0,0.2,0.0,0.0,5.0,0.2,1.0,0.0,0.2,0.0,2,0.2,0.4,0,0.2,0.0,2.0,1.4,0.4,0.5,0.28,0
1.85,2,0.17,0.2,0.034,0.11,0.2,0.022000000000000002,0.28,5.0,0.2,1.0,0.0,0.2,0.0,2,0.2,0.4,0,0.2,0.0,2.0,1.456,0.4,0.5,0.2912,0
3.41,29,4.17,0.6,2.502,24.37,0.6,14.622,28.54,5.0,0.2,1.0,4.24,0.2,0.848,2,0.2,0.4,0,0.2,0.0,3.6,19.372,0.4,0.5,3.8744,1
2.72,30,3.47,0.6,2.082,47.07,0.6,28.241999999999997,50.54,5.0,0.2,1.0,31.38,0.6,18.828,2,0.2,0.4,0,0.2,0.0,4.0,50.552,0.4,0.5,10.1104,1
2.37,8,0.66,0.2,0.132,1.37,0.4,0.5479999999999999,2.03,5.0,0.2,1.0,0.84,0.2,0.168,4,0.2,0.8,0,0.2,0.0,2.8,2.648,0.8,0.5,1.0592,1
2.37,31,0.96,0.2,0.192,0.12,0.2,0.024,1.08,5.0,0.2,1.0,0.22,0.2,0.044000000000000004,2,0.2,0.4,0,0.2,0.0,2.0,1.66,0.4,0.5,0.332,0
21.61,19,0.43,0.2,0.086,0.0,0.2,0.0,0.43,5.0,0.2,1.0,0.0,0.2,0.0,2,0.2,0.4,0,0.2,0.0,2.0,1.486,0.4,0.5,0.2972,0
55.57,27,0.76,0.2,0.152,0.0,0.2,0.0,0.76,5.0,0.2,1.0,0.0,0.2,0.0,2,0.2,0.4,0,0.2,0.0,2.0,1.5519999999999998,0.4,0.5,0.3104,0
55.57,29,0.49,0.2,0.098,0.28,0.2,0.055999999999999994,0.77,5.0,0.2,1.0,0.07,0.2,0.013999999999999999,2,0.2,0.4,0,0.2,0.0,2.0,1.568,0.4,0.5,0.3136,0
3.41,15,1.01,0.4,0.40399999999999997,0.0,0.2,0.0,1.01,5.0,0.2,1.0,0.28,0.2,0.055999999999999994,2,0.2,0.4,0,0.2,0.0,2.2,1.86,0.4,0.5,0.37200000000000005,0
55.57,6,0.38,0.2,0.076,0.49,0.2,0.098,0.87,5.0,0.2,1.0,0.0,0.2,0.0,2,0.2,0.4,0,0.2,0.0,2.0,1.574,0.4,0.5,0.3148,0
2.72,19,0.85,0.2,0.17,0.0,0.2,0.0,0.85,5.0,0.2,1.0,0.0,0.2,0.0,2,0.2,0.4,0,0.2,0.0,2.0,1.57,0.4,0.5,0.314,0
1.99,11,1.27,0.4,0.508,0.0,0.2,0.0,1.27,5.0,0.2,1.0,175.9,0.6,105.54,2,0.2,0.4,0,0.2,0.0,2.6,107.448,0.4,0.5,21.4896,1
2.72,32,0.84,0.2,0.168,0.0,0.2,0.0,0.84,5.0,0.2,1.0,8.21,0.4,3.284,2,0.2,0.4,0,0.2,0.0,2.2,4.852,0.4,0.5,0.9704,0
55.57,8,0.32,0.2,0.064,0.17,0.2,0.034,0.49,5.0,0.2,1.0,0.0,0.2,0.0,2,0.2,0.4,0,0.2,0.0,2.0,1.4980000000000002,0.4,0.5,0.2996,0
21.61,4,0.7,0.2,0.14,0.72,0.2,0.14400000000000002,1.42,5.0,0.2,1.0,0.0,0.2,0.0,2,0.2,0.4,0,0.2,0.0,2.0,1.6840000000000002,0.4,0.5,0.3368,0
1.99,2,57.03,0.6,34.218,134.33,0.6,80.598,191.36,5.0,0.2,1.0,844.37,0.6,506.62199999999996,2,0.2,0.4,0,0.2,0.0,4.0,622.8380000000001,0.4,0.5,124.5676,1
1.85,11,1.69,0.4,0.6759999999999999,0.21,0.2,0.042,1.9,5.0,0.2,1.0,0.0,0.2,0.0,2,0.2,0.4,0,0.2,0.0,2.2,2.1180000000000003,0.4,0.5,0.4236,0
2.72,13,5.5,0.6,3.3,93.26,0.6,55.956,98.76,5.0,0.2,1.0,14.27,0.6,8.562000000000001,2,0.2,0.4,0,0.2,0.0,4.0,69.218,0.4,0.5,13.8436,1
3.41,14,16.53,0.6,9.918,72.99,0.6,43.794,89.52,5.0,0.2,1.0,5.49,0.4,2.1959999999999997,2,0.2,0.4,1,0.4,0.4,4.0,57.708,0.8,0.5,23.0832,1
55.57,1,0.0,0.2,0.0,0.0,0.2,0.0,0.0,5.0,0.2,1.0,0.0,0.2,0.0,6,0.2,1.2,0,0.2,0.0,2.4,2.2,1.2,0.5,1.32,1
21.61,2,3.14,0.6,1.8840000000000001,5.68,0.6,3.408,8.82,5.5,0.4,2.2,11.33,0.6,6.797999999999999,4,0.2,0.8,0,0.2,0.0,4.6,15.09,0.8,0.5,6.0360000000000005,1
2.72,12,3.62,0.6,2.1719999999999997,8.37,0.4,3.3480000000000003,11.99,5.0,0.2,1.0,0.0,0.2,0.0,2,0.2,0.4,0,0.2,0.0,3.0,6.92,0.4,0.5,1.3840000000000001,1
55.57,8,0.8,0.2,0.16,0.57,0.2,0.114,1.37,5.0,0.2,1.0,0.0,0.2,0.0,2,0.2,0.4,0,0.2,0.0,2.0,1.6740000000000002,0.4,0.5,0.3348,0
55.57,8,0.6,0.2,0.12,0.0,0.2,0.0,0.6,5.0,0.2,1.0,0.0,0.2,0.0,2,0.2,0.4,0,0.2,0.0,2.0,1.52,0.4,0.5,0.304,0
1.85,8,2.46,0.6,1.476,0.37,0.2,0.07400000000000001,2.83,5.0,0.2,1.0,0.0,0.2,0.0,2,0.2,0.4,0,0.2,0.0,2.4,2.95,0.4,0.5,0.59,0
55.57,4,0.49,0.2,0.098,0.0,0.2,0.0,0.49,5.0,0.2,1.0,0.0,0.2,0.0,2,0.2,0.4,0,0.2,0.0,2.0,1.4980000000000002,0.4,0.5,0.2996,0
55.57,15,1.4,0.4,0.56,0.06,0.2,0.012,1.46,5.0,0.2,1.0,0.0,0.2,0.0,2,0.2,0.4,0,0.2,0.0,2.2,1.972,0.4,0.5,0.3944,0
55.57,12,0.0,0.2,0.0,0.0,0.2,0.0,0.0,5.0,0.2,1.0,0.0,0.2,0.0,2,0.2,0.4,0,0.2,0.0,2.0,1.4,0.4,0.5,0.28,0
1.99,16,1.53,0.4,0.612,0.0,0.2,0.0,1.53,5.0,0.2,1.0,0.03,0.2,0.006,4,0.2,0.8,0,0.2,0.0,2.4,2.418,0.8,0.5,0.9672,0
3.89,16,1.19,0.4,0.47600000000000003,12.88,0.6,7.728,14.07,5.0,0.2,1.0,2.33,0.2,0.466,6,0.2,1.2,0,0.2,0.0,3.8,10.87,1.2,0.5,6.522,1
55.57,5,0.51,0.2,0.102,0.03,0.2,0.006,0.54,5.0,0.2,1.0,0.0,0.2,0.0,2,0.2,0.4,0,0.2,0.0,2.0,1.508,0.4,0.5,0.3016,0
55.57,12,0.79,0.2,0.158,0.46,0.2,0.092,1.25,5.0,0.2,1.0,0.28,0.2,0.055999999999999994,2,0.2,0.4,0,0.2,0.0,2.0,1.706,0.4,0.5,0.3412,0
3.89,36,10.96,0.6,6.5760000000000005,41.47,0.6,24.881999999999998,52.43,5.0,0.2,1.0,35.21,0.6,21.125999999999998,2,0.2,0.4,1,0.4,0.4,4.2,54.38399999999999,0.8,0.5,21.7536,1
1.85,19,0.0,0.2,0.0,0.0,0.2,0.0,0.0,5.0,0.2,1.0,0.04,0.2,0.008,6,0.4,2.4,0,0.2,0.0,2.6,3.408,2.4,0.5,4.0896,1
2.72,8,4.34,0.6,2.6039999999999996,24.13,0.6,14.478,28.47,5.0,0.2,1.0,3.42,0.2,0.684,2,0.2,0.4,0,0.2,0.0,3.6,19.166,0.4,0.5,3.8332,1
55.57,8,0.45,0.2,0.09,8.27,0.6,4.962,8.72,5.0,0.2,1.0,9.43,0.4,3.772,4,0.2,0.8,0,0.2,0.0,3.6,10.624,0.8,0.5,4.2496,1
3.41,11,1.44,0.4,0.5760000000000001,9.65,0.4,3.86,11.09,6.5,0.6,3.9,10.03,0.6,6.018,2,0.2,0.4,0,0.2,0.0,4.0,14.754000000000001,0.4,0.5,2.9508,1
21.61,16,0.27,0.2,0.054000000000000006,0.35,0.2,0.07,0.62,5.0,0.2,1.0,0.0,0.2,0.0,2,0.2,0.4,0,0.2,0.0,2.0,1.524,0.4,0.5,0.3048,0
2.72,15,2.13,0.6,1.278,42.64,0.6,25.584,44.77,5.0,0.2,1.0,18.24,0.6,10.944,2,0.2,0.4,0,0.2,0.0,4.0,39.205999999999996,0.4,0.5,7.8412,1
1.85,19,45.23,0.6,27.138,36.18,0.6,21.708000000000002,81.41,5.0,0.2,1.0,0.0,0.2,0.0,6,0.2,1.2,0,0.2,0.0,4.0,51.04600000000001,1.2,0.5,30.6276,1
55.57,12,0.0,0.2,0.0,0.0,0.2,0.0,0.0,5.0,0.2,1.0,0.0,0.2,0.0,2,0.2,0.4,0,0.2,0.0,2.0,1.4,0.4,0.5,0.28,0
2.72,13,3.84,0.6,2.3040000000000003,144.39,0.6,86.634,148.23,5.0,0.2,1.0,19.68,0.6,11.808,2,0.4,0.8,1,0.4,0.4,4.4,102.946,1.2,0.5,61.7676,1
2.37,2,0.0,0.2,0.0,0.0,0.2,0.0,0.0,5.0,0.2,1.0,0.23,0.2,0.046,6,0.2,1.2,0,0.2,0.0,2.4,2.246,1.2,0.5,1.3476,1
3.89,20,9.01,0.6,5.406000000000001,19.82,0.6,11.892000000000001,28.83,5.0,0.2,1.0,9.67,0.4,3.8680000000000003,2,0.2,0.4,0,0.2,0.0,3.8,22.566,0.4,0.5,4.5132,1
1.85,12,13.91,0.6,8.346,0.5,0.2,0.1,14.41,5.0,0.2,1.0,0.19,0.2,0.038,2,0.2,0.4,0,0.2,0.0,2.4,9.884,0.4,0.5,1.9768,1
1.99,12,0.43,0.2,0.086,0.0,0.2,0.0,0.43,5.0,0.2,1.0,13.54,0.6,8.124,2,0.2,0.4,0,0.2,0.0,2.4,9.61,0.4,0.5,1.922,1
2.72,12,7.42,0.6,4.452,115.87,0.6,69.52199999999999,123.29,6.0,0.6,3.6,6.79,0.4,2.716,2,0.2,0.4,1,0.4,0.4,4.8,81.09,0.8,0.5,32.436,1
2.37,31,0.0,0.2,0.0,0.0,0.2,0.0,0.0,5.0,0.2,1.0,0.0,0.2,0.0,2,0.2,0.4,0,0.2,0.0,2.0,1.4,0.4,0.5,0.28,0
2.36,1,1.71,0.4,0.684,0.0,0.2,0.0,1.71,6.5,0.6,3.9,88.4,0.6,53.04,6,0.4,2.4,4,0.6,2.4,4.4,62.424,4.8,0.5,149.8176,1
2.72,39,2.46,0.6,1.476,6.72,0.4,2.688,9.18,5.0,0.2,1.0,0.0,0.2,0.0,2,0.2,0.4,0,0.2,0.0,3.0,5.564,0.4,0.5,1.1128,1
2.37,19,1.62,0.4,0.648,0.49,0.2,0.098,2.11,5.0,0.2,1.0,0.0,0.2,0.0,2,0.2,0.4,0,0.2,0.0,2.2,2.146,0.4,0.5,0.4292,0
3.41,31,0.17,0.2,0.034,0.0,0.2,0.0,0.17,5.0,0.2,1.0,0.0,0.2,0.0,2,0.2,0.4,0,0.2,0.0,2.0,1.4340000000000002,0.4,0.5,0.2868,0
59.85,4,0.27,0.2,0.054000000000000006,0.0,0.2,0.0,0.27,5.0,0.2,1.0,16.09,0.6,9.654,2,0.2,0.4,0,0.2,0.0,2.4,11.107999999999999,0.4,0.5,2.2216,1
2.72,16,2.18,0.6,1.308,30.81,0.6,18.486,32.99,5.0,0.2,1.0,5.8,0.4,2.32,4,0.2,0.8,0,0.2,0.0,4.0,23.914,0.8,0.5,9.5656,1
3.41,36,0.07,0.2,0.013999999999999999,0.0,0.2,0.0,0.07,5.0,0.2,1.0,0.0,0.2,0.0,2,0.2,0.4,0,0.2,0.0,2.0,1.4140000000000001,0.4,0.5,0.2828,0
3.41,16,3.34,0.6,2.004,37.59,0.6,22.554000000000002,40.93,5.0,0.2,1.0,26.95,0.6,16.17,2,0.2,0.4,0,0.2,0.0,4.0,42.128,0.4,0.5,8.4256,1
2.37,19,0.51,0.2,0.102,0.47,0.2,0.094,0.98,5.0,0.2,1.0,0.0,0.2,0.0,2,0.2,0.4,0,0.2,0.0,2.0,1.5959999999999999,0.4,0.5,0.3192,0
55.57,9,1.49,0.4,0.596,2.34,0.6,1.4040000000000001,3.83,5.0,0.2,1.0,0.25,0.2,0.05,2,0.2,0.4,0,0.2,0.0,3.4,3.45,0.4,0.5,0.69,0
3.89,16,0.0,0.2,0.0,2.72,0.2,0.544,2.72,5.0,0.2,1.0,5.58,0.4,2.2319999999999998,6,0.2,1.2,0,0.2,0.0,2.6,4.976,1.2,0.5,2.9856,1
55.57,15,1.12,0.4,0.44799999999999995,0.0,0.2,0.0,1.12,5.0,0.2,1.0,0.0,0.2,0.0,2,0.2,0.4,0,0.2,0.0,2.2,1.848,0.4,0.5,0.3696,0
1.85,9,10.79,0.6,6.474,0.67,0.2,0.134,11.46,5.0,0.2,1.0,0.04,0.2,0.008,2,0.2,0.4,0,0.2,0.0,2.4,8.016,0.4,0.5,1.6032,1
55.57,28,0.0,0.2,0.0,0.0,0.2,0.0,0.0,5.0,0.2,1.0,0.0,0.2,0.0,2,0.2,0.4,0,0.2,0.0,2.0,1.4,0.4,0.5,0.28,0
55.57,19,0.0,0.2,0.0,0.0,0.2,0.0,0.0,5.0,0.2,1.0,0.0,0.2,0.0,2,0.2,0.4,0,0.2,0.0,2.0,1.4,0.4,0.5,0.28,0
55.57,15,0.0,0.2,0.0,0.0,0.2,0.0,0.0,5.0,0.2,1.0,0.0,0.2,0.0,2,0.2,0.4,0,0.2,0.0,2.0,1.4,0.4,0.5,0.28,0
3.41,30,1.15,0.4,0.46,20.1,0.6,12.06,21.25,6.0,0.6,3.6,21.45,0.6,12.87,2,0.2,0.4,0,0.2,0.0,4.6,29.39,0.4,0.5,5.877999999999999,1
1.85,18,0.73,0.2,0.146,1.24,0.4,0.496,1.97,5.0,0.2,1.0,0.2,0.2,0.04,2,0.2,0.4,0,0.2,0.0,2.6,2.082,0.4,0.5,0.4164,0
2.72,5,0.0,0.2,0.0,0.28,0.2,0.055999999999999994,0.28,5.0,0.2,1.0,0.0,0.2,0.0,2,0.2,0.4,0,0.2,0.0,2.0,1.456,0.4,0.5,0.2912,0
59.85,32,0.0,0.2,0.0,0.0,0.2,0.0,0.0,5.0,0.2,1.0,2.86,0.2,0.5720000000000001,2,0.2,0.4,0,0.2,0.0,2.0,1.972,0.4,0.5,0.3944,0
55.57,12,0.0,0.2,0.0,0.0,0.2,0.0,0.0,5.0,0.2,1.0,0.0,0.2,0.0,2,0.2,0.4,0,0.2,0.0,2.0,1.4,0.4,0.5,0.28,0
2.72,4,5.65,0.6,3.39,67.16,0.6,40.296,72.81,6.0,0.6,3.6,27.23,0.6,16.338,2,0.2,0.4,0,0.2,0.0,4.8,64.024,0.4,0.5,12.8048,1
55.57,14,1.63,0.4,0.652,0.0,0.2,0.0,1.63,5.0,0.2,1.0,0.0,0.2,0.0,2,0.2,0.4,0,0.2,0.0,2.2,2.052,0.4,0.5,0.4104,0
21.61,12,0.19,0.2,0.038,0.23,0.2,0.046,0.42,5.0,0.2,1.0,0.0,0.2,0.0,2,0.2,0.4,0,0.2,0.0,2.0,1.484,0.4,0.5,0.2968,0
2.72,7,3.04,0.6,1.824,67.37,0.6,40.422,70.41,6.5,0.6,3.9,77.47,0.6,46.482,2,0.2,0.4,0,0.2,0.0,4.8,93.02799999999999,0.4,0.5,18.6056,1
1.85,6,0.26,0.2,0.052000000000000005,0.0,0.2,0.0,0.26,5.0,0.2,1.0,0.0,0.2,0.0,2,0.2,0.4,0,0.2,0.0,2.0,1.452,0.4,0.5,0.2904,0
55.57,11,1.84,0.4,0.736,4.25,0.6,2.55,6.09,5.0,0.2,1.0,0.82,0.2,0.16399999999999998,2,0.2,0.4,0,0.2,0.0,3.4,4.85,0.4,0.5,0.97,0
2.72,19,2.19,0.6,1.314,0.68,0.2,0.136,2.87,5.0,0.2,1.0,28.4,0.6,17.04,2,0.2,0.4,0,0.2,0.0,2.8,19.89,0.4,0.5,3.978,1
2.37,13,2.59,0.6,1.554,0.66,0.2,0.132,3.25,5.0,0.2,1.0,1.28,0.2,0.256,2,0.2,0.4,0,0.2,0.0,2.4,3.342,0.4,0.5,0.6684,0
55.57,2,1.24,0.4,0.496,2.27,0.6,1.3619999999999999,3.51,5.0,0.2,1.0,0.0,0.2,0.0,6,0.2,1.2,0,0.2,0.0,3.8,4.058,1.2,0.5,2.4348,1
2.37,8,2.29,0.6,1.374,2.64,0.6,1.584,4.93,5.0,0.2,1.0,3.08,0.2,0.616,2,0.2,0.4,0,0.2,0.0,3.6,4.974,0.4,0.5,0.9948,0
55.57,5,1.59,0.4,0.636,0.13,0.2,0.026000000000000002,1.72,5.0,0.2,1.0,0.11,0.2,0.022000000000000002,2,0.2,0.4,0,0.2,0.0,2.2,2.084,0.4,0.5,0.4168,0
3.89,29,0.0,0.2,0.0,0.96,0.2,0.192,0.96,5.0,0.2,1.0,1.35,0.2,0.27,2,0.2,0.4,0,0.2,0.0,2.0,1.8619999999999999,0.4,0.5,0.3724,0
59.85,2,0.0,0.2,0.0,0.0,0.2,0.0,0.0,5.0,0.2,1.0,1.2,0.2,0.24,2,0.4,0.8,0,0.2,0.0,2.2,2.04,0.8,0.5,0.816,0
3.41,38,1.35,0.4,0.54,33.25,0.6,19.95,34.6,5.5,0.4,2.2,20.62,0.6,12.372,2,0.2,0.4,0,0.2,0.0,4.2,35.461999999999996,0.4,0.5,7.0924,1
2.37,6,1.07,0.4,0.428,0.59,0.2,0.11800000000000001,1.66,5.0,0.2,1.0,0.0,0.2,0.0,2,0.2,0.4,0,0.2,0.0,2.2,1.946,0.4,0.5,0.3892,0
21.61,5,0.84,0.2,0.168,1.09,0.4,0.436,1.93,5.0,0.2,1.0,0.0,0.2,0.0,2,0.2,0.4,0,0.2,0.0,2.6,2.004,0.4,0.5,0.4008,0
3.41,20,1.08,0.4,0.43200000000000005,32.71,0.6,19.625999999999998,33.79,5.0,0.2,1.0,8.38,0.4,3.352,2,0.2,0.4,0,0.2,0.0,3.6,24.81,0.4,0.5,4.962,1
1.99,18,0.0,0.2,0.0,0.0,0.2,0.0,0.0,5.0,0.2,1.0,0.0,0.2,0.0,2,0.2,0.4,0,0.2,0.0,2.0,1.4,0.4,0.5,0.28,0
2.37,27,3.61,0.6,2.166,2.13,0.6,1.278,5.74,5.0,0.2,1.0,5.41,0.4,2.164,2,0.4,0.8,2,0.6,1.2,4.4,8.607999999999999,2.0,0.5,8.607999999999999,1
1.85,16,0.0,0.2,0.0,0.0,0.2,0.0,0.0,5.0,0.2,1.0,0.0,0.2,0.0,2,0.2,0.4,0,0.2,0.0,2.0,1.4,0.4,0.5,0.28,0
1.85,43,0.18,0.2,0.036000000000000004,0.63,0.2,0.126,0.81,5.0,0.2,1.0,0.0,0.2,0.0,2,0.2,0.4,0,0.2,0.0,2.0,1.5619999999999998,0.4,0.5,0.3124,0
55.57,32,0.5,0.2,0.1,2.97,0.6,1.7819999999999998,3.47,5.0,0.2,1.0,0.18,0.2,0.036000000000000004,2,0.2,0.4,0,0.2,0.0,3.2,3.318,0.4,0.5,0.6636,0
3.41,8,8.03,0.6,4.8180000000000005,94.43,0.6,56.658,102.46,5.5,0.4,2.2,10.65,0.6,6.39,2,0.2,0.4,2,0.6,1.2,4.8,71.666,1.6,0.5,57.3328,1
2.72,12,1.05,0.4,0.42,0.0,0.2,0.0,1.05,5.0,0.2,1.0,0.0,0.2,0.0,2,0.2,0.4,0,0.2,0.0,2.2,1.82,0.4,0.5,0.364,0
1.85,12,0.6,0.2,0.12,1.14,0.4,0.456,1.74,5.0,0.2,1.0,0.43,0.2,0.086,2,0.2,0.4,0,0.2,0.0,2.6,2.062,0.4,0.5,0.4124,0
55.57,36,0.8,0.2,0.16,0.0,0.2,0.0,0.8,5.0,0.2,1.0,0.0,0.2,0.0,2,0.2,0.4,0,0.2,0.0,2.0,1.56,0.4,0.5,0.312,0
3.41,16,1.05,0.4,0.42,0.0,0.2,0.0,1.05,5.0,0.2,1.0,0.0,0.2,0.0,2,0.2,0.4,0,0.2,0.0,2.2,1.82,0.4,0.5,0.364,0
3.89,12,0.0,0.2,0.0,0.79,0.2,0.158,0.79,5.0,0.2,1.0,15.82,0.6,9.492,2,0.2,0.4,0,0.2,0.0,2.4,11.05,0.4,0.5,2.21,1
55.57,8,0.33,0.2,0.066,0.0013,0.2,0.00026000000000000003,0.3313,5.0,0.2,1.0,0.0,0.2,0.0,2,0.2,0.4,0,0.2,0.0,2.0,1.4662600000000001,0.4,0.5,0.293252,0
55.57,18,0.75,0.2,0.15,0.45,0.2,0.09,1.2,5.0,0.2,1.0,0.0,0.2,0.0,2,0.2,0.4,0,0.2,0.0,2.0,1.64,0.4,0.5,0.32799999999999996,0
2.72,39,2.81,0.6,1.686,4.6,0.2,0.92,7.41,5.0,0.2,1.0,8.44,0.4,3.3760000000000003,2,0.2,0.4,0,0.2,0.0,2.6,7.382000000000001,0.4,0.5,1.4764,1
3.41,5,10.0,0.6,6.0,47.9,0.6,28.74,57.9,5.0,0.2,1.0,7.7,0.4,3.08,2,0.2,0.4,0,0.2,0.0,3.8,39.22,0.4,0.5,7.843999999999999,1
