Solidity,Eccentricity,EquivDiameter,Extrema,FilledArea,Extent,Orientation,EulerNumber,BoundingBox1,BoundingBox2,BoundingBox3,BoundingBox4,ConvexHull1,ConvexHull2,ConvexHull3,ConvexHull4,MajorAxisLength,MinorAxisLength,Perimeter,ConvexArea,Centroid1,Centroid2,Area,microorganism
0.321039012,0.830918066,0.178291324,0.121811962,0.022233005,0.282996421,0.432064519,0.972032108,0.065254923,0.82153817,0.112673505,0.098712402,0.080187022,0.080187022,0.078587734,0.066438161,0.080747744,0.053459655,0.056275131,0.009666297,0.098637554,0.842793128,0.044779896,1
0.594646062,0.753542151,0.048993122,0.611006879,0.004049265,0.467703741,0.708486853,0.988586774,0.588571429,0.4543058,0.023343849,0.032828283,0.590765338,0.590765338,0.589206349,0.588571429,0.015259314,0.016386158,0.004765844,0.000648424,0.589849437,0.446841074,0.006379395,1
0.623753498,0.435788572,0.007357248,0.424015009,0.000261672,0.567128665,0.318021888,0.999328634,0.420952381,0.411247803,0.006309148,0.013468013,0.41998735,0.41998735,0.420952381,0.420952381,0.000236909,0.008461838,0.0014897,4.64E-06,0.414840026,0.387387097,0.000677811,1
0.193123554,0.67518659,0.381514867,0.893683552,0.081623964,0.190601127,0.899771378,0.886539107,0.742857143,0.493848858,0.176025237,0.353535354,0.748260595,0.748260595,0.75047619,0.74984127,0.20426536,0.184650903,0.185543937,0.055456209,0.817390497,0.633543039,0.165704774,2
0.209146941,0.991520861,0.17536008,0.457786116,0.019949174,0.103132156,0.4034369,0.970459886,0.462222222,0.820738137,0.208832808,0.138047138,0.462998102,0.462998102,0.462222222,0.462222222,0.199412665,0.029216786,0.055194117,0.013598366,0.565507025,0.863035784,0.043100784,2
0.695487032,0.684815857,0.10549475,0.868667917,0.010307221,0.657125363,0.0980956,0.988586774,0.87047619,0.448154657,0.028391167,0.057239057,0.874130297,0.874130297,0.871111111,0.87047619,0.025870807,0.027942043,0.01079197,0.001727972,0.878821767,0.454178074,0.019188023,1
0.265817805,0.949528937,0.276940541,0.168855535,0.053744794,0.255501001,0.95255322,0.930513595,0.10031746,0.689806678,0.09148265,0.277777778,0.167615433,0.167615433,0.137142857,0.126984127,0.176139508,0.064879714,0.143203374,0.023073821,0.142480235,0.805601441,0.093797036,3
0.260876974,0.85589135,0.196602682,0.151969981,0.032243328,0.20019476,0.172346925,0.962403491,0.146666667,0.590509666,0.087697161,0.203703704,0.151802657,0.151802657,0.147936508,0.147301587,0.095699365,0.060811104,0.077299596,0.013163186,0.173121219,0.681202541,0.052141583,3
0.475986079,0.91511073,0.067672814,0.516572858,0.004852022,0.447087956,0.91930003,0.986572675,0.507301587,0.442003515,0.018927445,0.063973064,0.513598988,0.513598988,0.507301587,0.507301587,0.036063601,0.018035105,0.020652364,0.001369861,0.508826094,0.447720968,0.009967804,1
0.800950555,0.074250769,0.10554903,0.924069415,0.010355754,0.797921422,0.236476587,0.981704307,0.918481287,0.146706676,0.029626459,0.042185721,0.9183456,0.9183456,0.920040059,0.919260673,0.015030685,0.028986572,0.010611868,0.001476858,0.927726444,0.143178899,0.020946075,3
0.952501696,0.15410498,0.141631193,0.867417136,0.014236738,0.935476052,0.07676594,0.980530379,0.857777778,0.057996485,0.03533123,0.051346801,0.858950032,0.858950032,0.85968254,0.859047619,0.019085019,0.033281668,0.010624728,0.001970769,0.869478996,0.060065329,0.030441673,3
0.20464072,0.885586688,0.255033514,0.400250156,0.049141139,0.159384227,0.844390248,0.954347096,0.321904762,0.588752197,0.143217666,0.25,0.344718533,0.344718533,0.321904762,0.323809524,0.152603603,0.085210576,0.129054564,0.025888874,0.374839381,0.658578362,0.081267506,3
0.601920061,0.838186712,0.114569967,0.220137586,0.012271979,0.558753032,0.045434643,0.993286338,0.2,0.629173989,0.029652997,0.075757576,0.204301075,0.204301075,0.202539683,0.201269841,0.033919347,0.02471764,0.013601468,0.002320188,0.198196393,0.638759616,0.02178962,1
0.730187214,0.913104123,0.131337716,0.760475297,0.014915311,0.439449139,0.668834598,0.99026519,0.723174603,0.32513181,0.067507886,0.057239057,0.720430108,0.720430108,0.723174603,0.723174603,0.04401925,0.022108686,0.013794617,0.002337572,0.742319349,0.324646257,0.026992813,4
0.165342822,0.953101676,0.190408983,0.516572858,0.022503803,0.060975808,0.270122767,0.973145351,0.521904762,0.333919156,0.251104101,0.217171717,0.52055661,0.52055661,0.521904762,0.523174603,0.206587687,0.073358121,0.057060907,0.019565724,0.633628391,0.455896729,0.049420372,2
0.226508469,0.919735715,0.39652281,0.821763602,0.124955094,0.182526235,0.625359728,0.880161128,0.593650794,0.130052724,0.313564669,0.223063973,0.592030361,0.592030361,0.593650794,0.594285714,0.246947371,0.114903519,0.258217203,0.050894061,0.735949304,0.224617673,0.177666138,3
0.799095782,0.832166891,0.133134679,0.667917448,0.015562839,0.932062643,0.980713117,0.972473985,0.659047619,0.091388401,0.022712934,0.068181818,0.65654649,0.65654649,0.659047619,0.659047619,0.036088522,0.026635997,0.011770387,0.002162573,0.661286182,0.100027802,0.027580914,4
0.217862016,0.902373669,0.160532945,0.535959975,0.017159483,0.147640297,0.276024926,0.974488083,0.495873016,0.735500879,0.119873817,0.145622896,0.494623656,0.494623656,0.495873016,0.496190476,0.11587705,0.060085359,0.036310691,0.011339022,0.569375365,0.758178913,0.037279587,2
0.50369914,0.709921409,0.223782432,0.80125374,0.034114363,0.397322619,0.85199573,0.967754425,0.711760175,0.220153318,0.093766607,0.124549314,0.710225079,0.710225079,0.711760175,0.714498493,0.065218538,0.059952664,0.033467424,0.009084129,0.732859065,0.253856864,0.065593778,4
0.712804566,0.991677924,0.240314447,0.27141058,0.036996953,0.700382517,0.017020111,0.975129794,0.268535567,0.467991398,0.023426998,0.249036342,0.270689088,0.270689088,0.269812764,0.268542923,0.146477312,0.020330819,0.035462117,0.006682878,0.267613999,0.568384456,0.073345427,4
0.491368987,0.665557323,0.193605013,0.975609756,0.026646206,0.428472098,0.886598897,0.928163813,0.933968254,0.137082601,0.068769716,0.113636364,0.950031626,0.950031626,0.933968254,0.937777778,0.063536737,0.062176617,0.050425437,0.006769341,0.96973352,0.169383499,0.050815865,2
0.79234129,0.639947772,0.121684338,0.87054409,0.012191732,0.764260405,0.12622556,0.988188271,0.871111111,0.45254833,0.029051599,0.059685547,0.874762808,0.874762808,0.877163271,0.871111111,0.024401556,0.028469506,0.009310256,0.001879955,0.879841426,0.45618793,0.02393462,4
