Unnamed: 0,state_code,latitude,longitude,zip_code,id,city,Unnamed: 6,name,labels,founded_at,closed_at,first_funding_at,last_funding_at,age_first_funding_year,age_last_funding_year,age_first_milestone_year,age_last_milestone_year,relationships,funding_rounds,funding_total_usd,milestones,state_code.1,is_CA,is_NY,is_MA,is_TX,is_otherstate,category_code,is_software,is_web,is_mobile,is_enterprise,is_advertising,is_gamesvideo,is_ecommerce,is_biotech,is_consulting,is_othercategory,object_id,has_VC,has_angel,has_roundA,has_roundB,has_roundC,has_roundD,avg_participants,is_top500,status
245,CA,37.779026,-122.40184,94103,c:170,San Francisco,,adBrite,1,1/1/2003,2/1/2001,9/1/2004,5/1/2012,1.6685,9.337,7.3808,10.474,17,4,40400000,3,CA,1,0,0,0,0,advertising,0,0,0,0,1,0,0,0,0,0,c:170,0,0,1,1,1,1,1.6667,1,acquired
484,TX,32.9583632,-96.8215658,75001,c:27740,Dallas,,Texert,0,1/1/2007,7/14/2008,10/21/2008,10/21/2008,1.8055,1.8055,,,1,1,3000000,0,TX,0,0,0,1,0,software,1,0,0,0,0,0,0,0,0,0,c:27740,0,0,1,0,0,0,1.0,1,closed
810,CA,37.54827,-121.988572,94538,c:46186,Fremont,Fremont CA 94538,Mendocino Software,0,1/1/2003,2/7/2008,9/12/2005,1/1/2007,2.6986,4.0027,1.0,1.0,2,2,19700000,1,CA,1,0,0,0,0,software,1,0,0,0,0,0,0,0,0,0,c:46186,1,0,0,1,0,0,4.0,1,closed
744,CA,37.354469,-121.990433,95051,c:43162,Santa Clara,Santa Clara CA 95051,QuikCycle,0,1/1/1998,1/1/2011,3/1/2007,3/12/2007,9.1671,9.1973,,,0,2,17800000,0,CA,1,0,0,0,0,software,1,0,0,0,0,0,0,0,0,0,c:43162,1,0,0,0,0,0,1.0,1,closed
748,CA,37.779281,-122.419236,94107,c:43233,San Francisco,San Francisco CA 94107,Instagram,1,3/1/2010,,3/5/2010,4/5/2012,0.011,2.0986,3.0904,3.7836,12,3,57500000,3,CA,1,0,0,0,0,photo_video,0,0,0,0,0,0,0,0,0,1,c:43233,0,1,1,1,0,0,4.0,1,acquired
138,NY,40.606061,-73.822331,10004,c:1498,New York,,Motionbox,1,1/1/2006,,9/1/2006,1/14/2009,0.6658,3.0384,2.0,5.0548,10,3,17200000,5,NY,0,1,0,0,0,games_video,0,0,0,0,0,1,0,0,0,0,c:1498,0,0,1,1,1,0,2.6667,1,acquired
555,MA,42.3751,-71.105616,2138,c:31514,Cambridge,Cambridge MA 2138,AccelGolf,0,8/1/2008,5/1/2013,1/1/2008,12/4/2009,-0.5836,1.3425,0.0,1.5479,4,7,457282,2,MA,0,0,1,0,0,mobile,0,0,1,0,0,0,0,0,0,0,c:31514,1,1,0,0,0,0,1.0,1,closed
943,CA,37.779281,-122.419236,94105,c:58944,San Francisco,San Francisco CA 94105,MoPub,1,9/9/2010,,9/1/2010,9/20/2012,-0.0219,2.0329,2.3151,3.1644,11,4,18500000,3,CA,1,0,0,0,0,mobile,0,0,1,0,0,0,0,0,0,0,c:58944,0,1,1,1,0,0,2.25,1,acquired
703,NJ,40.349274,-74.659296,8540,c:40197,Princeton,Princeton NJ 8540,DNP Green Technology,0,1/1/2008,8/24/2012,1/17/2010,1/17/2010,2.0466,2.0466,,,2,1,12000000,0,NJ,0,0,0,0,1,cleantech,0,0,0,0,0,0,0,0,0,1,c:40197,0,0,1,0,0,0,6.0,1,closed
863,CO,40.397761,-105.07498,80538,c:51023,Loveland,Loveland CO 80538,Abound Solar,0,1/1/2007,11/1/2012,7/6/2010,12/15/2010,3.5123,3.9562,3.9534,4.8356,5,2,510000000,3,CO,0,0,0,0,1,cleantech,0,0,0,0,0,0,0,0,0,1,c:51023,1,0,0,0,0,0,2.5,1,closed
